# WSCAD Universe'den indirilecek part numaralari
# Kaynak: ureticilerin KENDI katalog PDF'leri -- hicbiri uydurma not
# 3D (.stp) modeli olmayanlar WSCAD'da inmez; inen bozuk dosyalari audit_batch.py eler

### PHOENIX CONTACT -- 807 count (elimizde OLMAYANLAR; UT/UK vidali agirlikli)
1070000000	WDK2.5/BLZ/O.Z
1072760000	WDK2.5/BL5.08
1072660000	WDK2.5/BL5.08
1038900000	WDU 2.5/BLZ/7.6
1073600000	WDU2.5/BLZ7.62
1073500000	WDU2.5/BLZ7.62
1038500000	WDK 2.5 BLZ/7.6
1072960000	WDK2.5/BLZ7.62
1072860000	WDK2.5/BLZ7.62
1024100000	WDU 2.5/TC TYP
1024200000	WDU 2.5/TC TYP
1024300000	WDU 2.5/TC TYP
1024400000	WDU 2.5/TC TYP
1033700000	WDU 2.5/TC TYP
1033300000	WDU 2.5/TC TYP
1041500000	WDU 2.5/TC TYP
1056400000	WDU2.5-10 100
1023400000	WDK 2.5 1D A.1
1023300000	WDK 2.5 1D A.2
1022600000	WDK 2.5 2D 25 1
1023500000	WDK 2.5 2D 25 1
1023200000	WDK 2.5/D 100 1
1023600000	WDK 2.5 LD ROT
1038680000	AKZ 4 WEMID BL
1753280000	WDU 1.5/R3.5 10
1754170000	WDU 1.5/R3.5 BL
1754190000	WDU1.5/R3.5 1.
1753290000	WDK 1.5/R3.5 10
1754180000	WDK 1.5/R3.5 BL
1754200000	WDK1.5/R3.5 1.
1798460000	WPE 1.5/R3.5 10
1028300000	WFF 35 10 10283
1029300000	WFF 35/AH 5 102
1028380000	WFF 35 BL 10 10
1064900000	WFF35 150 A 5
1065400000	WFF35 150 A 5
1067100000	WFF35 2 mm 10
1028400000	WFF 70 10 10284
1029400000	WFF 70/AH 5 102
1028480000	WFF 70 BL 10 10
1065000000	WFF70 232 A 5
1065500000	WFF70 232 A 5
1067200000	WFF70 2 mm 10
1028500000	WFF 120 5 10285
1029500000	WFF 120/AH 4 10
1028580000	WFF 120 BL 5 10
1065100000	WFF120 269 A 5
1065600000	WFF120 269 A 5
1067300000	WFF120 2 mm 10
1028600000	WFF 185 4 10286
1029600000	WFF 185/AH 2 10
1028680000	WFF 185 BL 4 10
1065200000	WFF185 353 A 5
